minority,lowengpro,age18or65,lowinc,TAZ
0,0,0,0,180121
0,0,0,0,180122
0,0,0,0,180123
0,0,0,0,180124
0,0,0,0,180125
0,0,0,0,180126
0,0,0,0,180127
0,0,0,0,180128
0,0,0,0,180129
0,0,0,0,180130
0,0,0,0,180131
0,0,0,0,180132
0,0,0,0,180133
0,0,0,0,180134
0,0,0,0,180135
0,0,0,0,180136
0,0,0,0,180137
0,0,0,0,180138
0,0,0,0,180139
0,0,0,0,180140
0,0,0,0,180141
0,0,0,0,180142
0,0,0,0,180143
0,0,0,0,180144
0,0,0,0,180145
0,0,0,0,180146
0,0,0,0,180147
0,0,0,0,180148
0,0,0,0,180149
0,0,0,0,180150
0,0,0,0,180151
0,0,0,0,180152
0,0,0,0,180153
0,0,0,0,180154
0,0,0,0,180155
0,0,0,0,180156
0,0,0,0,180157
0,0,0,0,180158
0,0,0,0,180159
0,0,0,0,180160
0,0,0,0,180161
0,0,0,0,180162
0,0,0,0,180163
0,0,0,0,180164
0,0,0,0,180165
0,0,0,0,180166
0,0,0,0,180167
0,0,0,0,180168
0,0,0,0,180169
0,0,0,0,180170
0,0,0,0,180171
0,0,0,0,180172
0,0,0,0,180173
0,0,0,0,180174
0,0,0,0,180175
0,0,0,0,180176
0,0,0,0,180177
0,0,0,0,180178
0,0,0,0,180179
0,0,0,0,180180
0,0,0,0,180181
0,0,0,0,180182
0,0,0,0,180183
0,0,0,0,180184
0,0,0,0,180185
0,0,0,0,180186
0,0,0,0,180187
0,0,0,0,180188
0,0,0,0,180189
0,0,0,0,180190
0,0,0,0,180191
0,0,0,0,180192
0,0,0,0,180193
0,0,0,0,180194
0,0,0,0,180195
0,0,0,0,180196
0,0,0,0,180197
0,0,0,0,180198
0,0,0,0,180199
0,0,0,0,180200
0,0,0,0,180201
0,0,0,0,180202
0,0,0,0,180203
0,0,0,0,180204
0,0,0,0,180205
0,0,0,0,180206
0,0,0,0,180207
0,0,0,0,180208
0,0,0,0,180209
0,0,0,0,180210
0,0,0,0,180211
0,0,0,0,180212
0,0,0,0,180213
0,0,0,0,180214
0,0,0,0,180215
0,0,0,0,180216
0,0,0,0,180217
0,0,0,0,180218
0,0,0,0,180219
0,0,0,0,180220
0,0,0,0,180221
0,0,0,0,180222
0,0,0,0,180223
0,0,0,0,180224
0,0,0,0,180225
0,0,0,0,180226
0,0,0,0,180227
0,0,0,0,180228
0,0,0,0,180229
0,0,0,0,180230
0,0,0,0,180231
0,0,0,0,180232
0,0,0,0,180233
0,0,0,0,180234
0,0,0,0,180235
0,0,0,0,180236
0,0,0,0,180237
0,0,0,0,180238
0,0,0,0,180239
0,0,0,0,180240
0,0,0,0,180241
0,0,0,0,180242
0,0,0,0,180243
0,0,0,0,180244
0,0,0,0,180245
0,0,0,0,180246
0,0,0,0,180247
0,0,0,0,180248
0,0,0,0,180249
0,0,0,0,180250
0,0,0,0,180251
0,0,0,0,180252
0,0,0,0,180253
0,0,0,0,180254
0,0,0,0,180255
0,0,0,0,180256
0,0,0,0,180257
0,0,0,0,180258
0,0,0,0,180259
0,0,0,0,180260
0,0,0,0,180261
0,0,0,0,180262
0,0,0,0,180263
0,0,0,0,180264
0,0,0,0,180265
0,0,0,0,180266
0,0,0,0,180267
0,0,0,0,180268
0,0,0,0,180269
0,0,0,0,180270
0,0,0,0,180271
0,0,0,0,180272
0,0,0,0,180273
0,0,0,0,180274
0,0,0,0,180275
0,0,0,0,180276
0,0,0,0,180277
0,0,0,0,180278
0,0,0,0,180279
0,0,0,0,180280
0,0,0,0,180281
0,0,0,0,180282
0,0,0,0,180283
0,0,0,0,180284
0,0,0,0,180285
0,0,0,0,180286
0,0,0,0,180287
0,0,0,0,180288
0,0,0,0,180289
0,0,0,0,180290
0,0,0,0,180291
0,0,0,0,180292
0,0,0,0,180293
0,0,0,0,180294
0,0,0,0,180295
0,0,0,0,180296
0,0,0,0,180297
0,0,0,0,180298
0,0,0,0,180299
0,0,0,0,180300
0,0,0,0,180301
0,0,0,0,180302
0,0,0,0,180303
0,0,0,0,180304
0,0,0,0,180305
0,0,0,0,180306
0,0,0,0,180307
0,0,0,0,180308
0,0,0,0,180309
0,0,0,0,180310
0,0,0,0,180311
0,0,0,0,180312
0,0,0,0,180313
0,0,0,0,180314
0,0,0,0,180315
0,0,0,0,180316
0,0,0,0,180317
0,0,0,0,180318
0,0,0,0,180319
0,0,0,0,180320
0,0,0,0,180321
0,0,0,0,180322
0,0,0,0,180323
0,0,0,0,180324
0,0,0,0,180325
0,0,0,0,180326
0,0,0,0,180327
0,0,0,0,180328
0,0,0,0,180329
0,0,0,0,180330
0,0,0,0,180331
0,0,0,0,180332
0,0,0,0,180333
0,0,0,0,180334
0,0,0,0,180335
0,0,0,0,180336
0,0,0,0,180337
0,0,0,0,180338
0,0,0,0,180339
0,0,0,0,180340
0,0,0,0,180341
0,0,0,0,180342
0,0,0,0,180343
0,0,0,0,180344
0,0,0,0,180345
0,0,0,0,180346
0,0,0,0,180347
0,0,0,0,180348
0,0,0,0,180349
0,0,0,0,180350
0,0,0,0,180351
0,0,0,0,180352
0,0,0,0,180353
0,0,0,0,180354
0,0,0,0,180355
0,0,0,0,180356
0,0,0,0,180357
0,0,0,0,180358
0,0,0,0,180359
0,0,0,0,180360
0,0,0,0,180361
0,0,0,0,180362
0,0,0,0,180363
0,0,0,0,180364
0,0,0,0,180365
0,0,0,0,180366
0,0,0,0,180367
0,0,0,0,180368
0,0,0,0,180369
0,0,0,0,180370
0,0,0,0,180371
0,0,0,0,180372
0,0,0,0,180373
0,0,0,0,180374
0,0,0,0,180375
0,0,0,0,180376
0,0,0,0,180377
0,0,0,0,180378
0,0,0,0,180379
0,0,0,0,180380
0,0,0,0,180381
0,0,0,0,180382
0,0,0,0,180383
0,0,0,0,180384
0,0,0,0,180385
0,0,0,0,180386
0,0,0,0,180387
0,0,0,0,180388
0,0,0,0,180389
0,0,0,0,180390
0,0,0,0,180391
0,0,0,0,180392
0,0,0,0,180393
0,0,0,0,180394
0,0,0,0,180395
0,0,0,0,180396
0,0,0,0,180397
0,0,0,0,180398
0,0,0,0,180399
0,0,0,0,180400
0,0,0,0,180401
0,0,0,0,180402
0,0,0,0,180403
0,0,0,0,180404
0,0,0,0,180405
0,0,0,0,180406
0,0,0,0,180407
0,0,0,0,180408
0,0,0,0,180409
0,0,0,0,180410
0,0,0,0,180411
0,0,0,0,180412
0,0,0,0,180413
0,0,0,0,180414
0,0,0,0,180415
0,0,0,0,180416
0,0,0,0,180417
0,0,0,0,180418
0,0,0,0,180419
0,0,0,0,180420
0,0,0,0,180421
0,0,0,0,180422
0,0,0,0,180423
0,0,0,0,180424
0,0,0,0,180425
0,0,0,0,180426
0,0,0,0,180427
0,0,0,0,180428
0,0,0,0,180429
0,0,0,0,180430
0,0,0,0,180431
0,0,0,0,180432
0,0,0,0,180433
0,0,0,0,180434
0,0,0,0,180435
0,0,0,0,180436
0,0,0,0,180437
0,0,0,0,180438
0,0,0,0,180439
0,0,0,0,180440
0,0,0,0,180441
0,0,0,0,180442
0,0,0,0,180443
0,0,0,0,180444
0,0,0,0,180445
0,0,0,0,180446
0,0,0,0,180447
0,0,0,0,180448
0,0,0,0,180449
0,0,0,0,180450
0,0,0,0,180451
0,0,0,0,180452
0,0,0,0,180453
0,0,0,0,180454
0,0,0,0,180455
0,0,0,0,180456
0,0,0,0,180457
0,0,0,0,180458
0,0,0,0,180459
0,0,0,0,180460
0,0,0,0,180461
0,0,0,0,180462
0,0,0,0,180463
0,0,0,0,180464
0,0,0,0,180465
0,0,0,0,180466
0,0,0,0,180467
0,0,0,0,180468
0,0,0,0,180469
0,0,0,0,180470
0,0,0,0,180471
0,0,0,0,180472
0,0,0,0,180473
0,0,0,0,180474
0,0,0,0,180475
0,0,0,0,180476
0,0,0,0,180477
0,0,0,0,180478
0,0,0,0,180479
0,0,0,0,180480
0,0,0,0,180481
0,0,0,0,180482
0,0,0,0,180483
0,0,0,0,180484
0,0,0,0,180485
0,0,0,0,180486
0,0,0,0,180487
0,0,0,0,180488
0,0,0,0,180489
0,0,0,0,180490
0,0,0,0,180491
0,0,0,0,180492
0,0,0,0,180493
0,0,0,0,180494
0,0,0,0,180495
0,0,0,0,180496
0,0,0,0,180497
0,0,0,0,180498
0,0,0,0,180499
0,0,0,0,180500
0,0,0,0,180501
0,0,0,0,180502
0,0,0,0,180503
0,0,0,0,180504
0,0,0,0,180505
0,0,0,0,180506
0,0,0,0,180507
0,0,0,0,180508
0,0,0,0,180509
0,0,0,0,180510
0,0,0,0,180511
0,0,0,0,180512
0,0,0,0,180513
0,0,0,0,180514
0,0,0,0,180515
0,0,0,0,180516
0,0,0,0,180517
0,0,0,0,180518
0,0,0,0,180519
0,0,0,0,180520
0,0,0,0,180521
0,0,0,0,180522
0,0,0,0,180523
0,0,0,0,180524
0,0,0,0,180525
0,0,0,0,180526
0,0,0,0,180527
0,0,0,0,180528
0,0,0,0,180529
0,0,0,0,180530
0,0,0,0,180531
0,0,0,0,180532
0,0,0,0,180533
0,0,0,0,180534
0,0,0,0,180535
0,0,0,0,180536
0,0,0,0,180537
0,0,0,0,180538
0,0,0,0,180539
0,0,0,0,180540
0,0,0,0,180541
0,0,0,0,180542
0,0,0,0,180543
0,0,0,0,180544
0,0,0,0,180545
0,0,0,0,180546
0,0,0,0,180547
0,0,0,0,180548
0,0,0,0,180549
0,0,0,0,180550
0,0,0,0,180551
0,0,0,0,180552
0,0,0,0,180553
0,0,0,0,180554
0,0,0,0,180555
0,0,0,0,180556
0,0,0,0,180557
0,0,0,0,180558
0,0,0,0,180559
0,0,0,0,180560
0,0,0,0,180561
0,0,0,0,180562
0,0,0,0,180563
0,0,0,0,180564
0,0,0,0,180565
0,0,0,0,180566
0,0,0,0,180567
0,0,0,0,180568
0,0,0,0,180569
0,0,0,0,180570
0,0,0,0,180571
0,0,0,0,180572
0,0,0,0,180573
0,0,0,0,180574
0,0,0,0,180575
0,0,0,0,180576
0,0,0,0,180577
0,0,0,0,180578
0,0,0,0,180579
0,0,0,0,180580
0,0,0,0,180581
0,0,0,0,180582
0,0,0,0,180583
0,0,0,0,180584
0,0,0,0,180585
0,0,0,0,180586
0,0,0,0,180587
0,0,0,0,180588
0,0,0,0,180589
0,0,0,0,180590
0,0,0,0,180591
0,0,0,0,180592
0,0,0,0,180593
0,0,0,0,180594
0,0,0,0,180595
0,0,0,0,180596
0,0,0,0,180597
0,0,0,0,180598
0,0,0,0,180599
0,0,0,0,180600
0,0,0,0,180601
0,0,0,0,180602
0,0,0,0,180603
0,0,0,0,180604
0,0,0,0,180605
0,0,0,0,180606
0,0,0,0,180607
0,0,0,0,180608
0,0,0,0,180609
0,0,0,0,180610
0,0,0,0,180611
0,0,0,0,180612
0,0,0,0,180613
0,0,0,0,180614
0,0,0,0,180615
0,0,0,0,180616
0,0,0,0,180617
0,0,0,0,180618
0,0,0,0,180619
0,0,0,0,180620
0,0,0,0,180621
0,0,0,0,180622
0,0,0,0,180623
0,0,0,0,180624
0,0,0,0,180625
0,0,0,0,180626
0,0,0,0,180627
0,0,0,0,180628
0,0,0,0,180629
0,0,0,0,180630
0,0,0,0,180631
0,0,0,0,180632
0,0,0,0,180633
0,0,0,0,180634
0,0,0,0,180635
0,0,0,0,180636
0,0,0,0,180637
0,0,0,0,180638
0,0,0,0,180639
0,0,0,0,180640
0,0,0,0,180641
0,0,0,0,180642
0,0,0,0,180643
0,0,0,0,180644
0,0,0,0,180645
0,0,0,0,180646
0,0,0,0,180647
0,0,0,0,180648
0,0,0,0,180649
0,0,0,0,180650
0,0,0,0,180651
0,0,0,0,180652
0,0,0,0,180653
0,0,0,0,180654
0,0,0,0,180655
0,0,0,0,180656
0,0,0,0,180657
0,0,0,0,180658
0,0,0,0,180659
0,0,0,0,180660
0,0,0,0,180661
0,0,0,0,180662
0,0,0,0,180663
0,0,0,0,180664
0,0,0,0,180665
0,0,0,0,180666
0,0,0,0,180667
0,0,0,0,180668
0,0,0,0,180669
0,0,0,0,180670
0,0,0,0,180671
0,0,0,0,180672
0,0,0,0,180673
0,0,0,0,180674
0,0,0,0,180675
0,0,0,0,180676
0,0,0,0,180677
0,0,0,0,180678
0,0,0,0,180679
0,0,0,0,180680
0,0,0,0,180681
0,0,0,0,180682
0,0,0,0,180683
0,0,0,0,180684
0,0,0,0,180685
0,0,0,0,180686
0,0,0,0,180687
0,0,0,0,180688
0,0,0,0,180689
0,0,0,0,180690
0,0,0,0,180691
0,0,0,0,180692
0,0,0,0,180693
0,0,0,0,180694
0,0,0,0,180695
0,0,0,0,180696
0,0,0,0,180697
0,0,0,0,180698
0,0,0,0,180699
0,0,0,0,180700
0,0,0,0,180701
0,0,0,0,180702
0,0,0,0,180703
0,0,0,0,180704
0,0,0,0,180705
0,0,0,0,180706
0,0,0,0,180707
0,0,0,0,180708
0,0,0,0,180709
0,0,0,0,180710
0,0,0,0,180711
0,0,0,0,180712
0,0,0,0,180713
0,0,0,0,180714
0,0,0,0,180715
0,0,0,0,180716
0,0,0,0,180717
0,0,0,0,180718
0,0,0,0,180719
0,0,0,0,180720
0,0,0,0,180721
0,0,0,0,180722
0,0,0,0,180723
0,0,0,0,180724
0,0,0,0,180725
0,0,0,0,180726
0,0,0,0,180727
0,0,0,0,180728
0,0,0,0,180729
0,0,0,0,180730
0,0,0,0,180731
0,0,0,0,180732
0,0,0,0,180733
0,0,0,0,180734
0,0,0,0,180735
0,0,0,0,180736
0,0,0,0,180737
0,0,0,0,180738
0,0,0,0,180739
0,0,0,0,180740
0,0,0,0,180741
0,0,0,0,180742
0,0,0,0,180743
0,0,0,0,180744
0,0,0,0,180745
0,0,0,0,180746
0,0,0,0,180747
0,0,0,0,180748
0,0,0,0,180749
0,0,0,0,180750
0,0,0,0,180751
0,0,0,0,180752
0,0,0,0,180753
0,0,0,0,180754
0,0,0,0,180755
0,0,0,0,180756
0,0,0,0,180757
0,0,0,0,180758
0,0,0,0,180759
0,0,0,0,180760
0,0,0,0,180761
0,0,0,0,180762
0,0,0,0,180763
0,0,0,0,180764
0,0,0,0,180765
0,0,0,0,180766
0,0,0,0,180767
0,0,0,0,180768
0,0,0,0,180769
0,0,0,0,180770
0,0,0,0,180771
0,0,0,0,180772
0,0,0,0,180773
0,0,0,0,180774
0,0,0,0,180775
0,0,0,0,180776
0,0,0,0,180777
0,0,0,0,180778
0,0,0,0,180779
0,0,0,0,180780
0,0,0,0,180781
0,0,0,0,180782
0,0,0,0,180783
0,0,0,0,180784
0,0,0,0,180785
0,0,0,0,180786
0,0,0,0,180787
0,0,0,0,180788
0,0,0,0,180789
0,0,0,0,180790
0,0,0,0,180791
0,0,0,0,180792
0,0,0,0,180793
0,0,0,0,180794
0,0,0,0,180795
0,0,0,0,180796
0,0,0,0,180797
0,0,0,0,180798
0,0,0,0,180799
0,0,0,0,180800
0,0,0,0,180801
0,0,0,0,180802
0,0,0,0,180803
0,0,0,0,180804
0,0,0,0,180805
0,0,0,0,180806
0,0,0,0,180807
0,0,0,0,180808
0,0,0,0,180809
0,0,0,0,180810
0,0,0,0,180811
0,0,0,0,180812
0,0,0,0,180813
0,0,0,0,180814
0,0,0,0,180815
0,0,0,0,180816
0,0,0,0,180817
0,0,0,0,180818
0,0,0,0,180819
0,0,0,0,180820
0,0,0,0,180821
0,0,0,0,180822
0,0,0,0,180823
0,0,0,0,180824
0,0,0,0,180825
0,0,0,0,180826
0,0,0,0,180827
0,0,0,0,180828
0,0,0,0,180829
0,0,0,0,180830
0,0,0,0,180831
0,0,0,0,180832
0,0,0,0,180833
0,0,0,0,180834
0,0,0,0,180835
0,0,0,0,180836
0,0,0,0,180837
0,0,0,0,180838
0,0,0,0,180839
0,0,0,0,180840
0,0,0,0,180841
0,0,0,0,180842
0,0,0,0,180843
0,0,0,0,180844
0,0,0,0,180845
0,0,0,0,180846
0,0,0,0,180847
0,0,0,0,180848
0,0,0,0,180853
0,0,0,0,180854
0,0,0,0,180856
0,0,0,0,180870
0,0,0,0,180871
0,0,0,0,180872
0,0,0,0,180873
0,0,0,0,180874
0,0,0,0,180875
0,0,0,0,180876
0,0,0,0,180877
0,0,0,0,180878
0,0,0,0,180879
0,0,0,0,180880
0,0,0,0,180881
0,0,0,0,180882
0,0,0,0,180883
0,0,0,0,180884
0,0,0,0,180885
0,0,0,0,180886
0,0,0,0,180887
0,0,0,0,180888
0,0,0,0,180889
0,0,0,0,180890
0,0,0,0,180891
0,0,0,0,180892
0,0,0,0,180893
0,0,0,0,180894
0,0,0,0,180895
0,0,0,0,180896
0,0,0,0,180897
0,0,0,0,180898
0,0,0,0,180899
0,0,0,0,180900
0,0,0,0,180901
0,0,0,0,180902
0,0,0,0,180903
0,0,0,0,180904
0,0,0,0,180905
0,0,0,0,180906
0,0,0,0,180907
0,0,0,0,180908
0,0,0,0,180909
0,0,0,0,180910
0,0,0,0,180911
0,0,0,0,180912
0,0,0,0,180913
0,0,0,0,180914
0,0,0,0,180915
0,0,0,0,180916
0,0,0,0,180917
0,0,0,0,180918
0,0,0,0,180919
0,0,0,0,180920
0,0,0,0,180921
0,0,0,0,180922
0,0,0,0,180923
0,0,0,0,180924
0,0,0,0,180925
0,0,0,0,180926
0,0,0,0,180927
0,0,0,0,180928
0,0,0,0,180929
0,0,0,0,180930
0,0,0,0,180931
0,0,0,0,180932
0,0,0,0,180933
0,0,0,0,180934
0,0,0,0,180935
0,0,0,0,180936
0,0,0,0,180937
0,0,0,0,180938
0,0,0,0,180939
0,0,0,0,180940
0,0,0,0,180941
0,0,0,0,180942
0,0,0,0,180943
0,0,0,0,180944
0,0,0,0,180945
0,0,0,0,180946
0,0,0,0,180947
0,0,0,0,180948
0,0,0,0,180949
0,0,0,0,180950
0,0,0,0,180951
0,0,0,0,180952
0,0,0,0,180953
0,0,0,0,180954
0,0,0,0,180955
0,0,0,0,180956
0,0,0,0,180957
0,0,0,0,180958
0,0,0,0,180959
0,0,0,0,180960
0,0,0,0,180961
0,0,0,0,180962
0,0,0,0,180963
0,0,0,0,180964
0,0,0,0,180965
0,0,0,0,180966
0,0,0,0,180967
0,0,0,0,180968
0,0,0,0,180969
0,0,0,0,180970
0,0,0,0,180971
0,0,0,0,180972
0,0,0,0,180973
0,0,0,0,180974
0,0,0,0,180975
0,0,0,0,180976
0,0,0,0,180977
0,0,0,0,180978
0,0,0,0,180979
0,0,0,0,180980
0,0,0,0,180981
0,0,0,0,180982
0,0,0,0,180983
0,0,0,0,180984
0,0,0,0,180985
0,0,0,0,180986
0,0,0,0,180987
0,0,0,0,180988
0,0,0,0,180989
0,0,0,0,180990
0,0,0,0,180991
0,0,0,0,180992
0,0,0,0,180993
0,0,0,0,180994
0,0,0,0,180995
0,0,0,0,180996
0,0,0,0,180997
0,0,0,0,180998
0,0,0,0,180999
0,0,0,0,181000
0,0,0,0,181001
0,0,0,0,181002
0,0,0,0,181003
0,0,0,0,181004
0,0,0,0,181005
0,0,0,0,181006
0,0,0,0,181007
0,0,0,0,181008
0,0,0,0,181009
0,0,0,0,181010
0,0,0,0,181011
0,0,0,0,181012
0,0,0,0,181013
0,0,0,0,181014
0,0,0,0,181015
0,0,0,0,181016
0,0,0,0,181017
0,0,0,0,181018
0,0,0,0,181019
0,0,0,0,181020
0,0,0,0,181021
0,0,0,0,181022
0,0,0,0,181023
0,0,0,0,181024
0,0,0,0,181025
0,0,0,0,181026
0,0,0,0,181027
0,0,0,0,181028
0,0,0,0,181029
0,0,0,0,181030
0,0,0,0,181031
0,0,0,0,181032
0,0,0,0,181033
0,0,0,0,181034
0,0,0,0,181035
0,0,0,0,181036
0,0,0,0,181037
0,0,0,0,181038
0,0,0,0,181039
0,0,0,0,181040
0,0,0,0,181041
0,0,0,0,181042
0,0,0,0,181043
0,0,0,0,181044
0,0,0,0,181045
0,0,0,0,181046
0,0,0,0,181047
0,0,0,0,181048
0,0,0,0,181049
0,0,0,0,181050
0,0,0,0,181051
0,0,0,0,181052
0,0,0,0,181053
0,0,0,0,181054
0,0,0,0,181055
0,0,0,0,181056
0,0,0,0,181057
0,0,0,0,181058
0,0,0,0,181059
0,0,0,0,181060
0,0,0,0,181061
0,0,0,0,181062
0,0,0,0,181063
0,0,0,0,181064
0,0,0,0,181065
0,0,0,0,181066
0,0,0,0,181067
0,0,0,0,181068
0,0,0,0,181069
0,0,0,0,181070
0,0,0,0,181071
0,0,0,0,181072
0,0,0,0,181073
0,0,0,0,181074
0,0,0,0,181075
0,0,0,0,181076
0,0,0,0,181077
0,0,0,0,181078
0,0,0,0,181079
0,0,0,0,181080
0,0,0,0,181081
0,0,0,0,181082
0,0,0,0,181083
0,0,0,0,181084
0,0,0,0,181085
0,0,0,0,181086
0,0,0,0,181087
0,0,0,0,181088
0,0,0,0,181089
0,0,0,0,181090
0,0,0,0,181091
0,0,0,0,181092
0,0,0,0,181093
0,0,0,0,181094
0,0,0,0,181095
0,0,0,0,181096
0,0,0,0,181097
0,0,0,0,181098
0,0,0,0,181099
0,0,0,0,181100
0,0,0,0,181101
0,0,0,0,181102
0,0,0,0,181103
0,0,0,0,181104
0,0,0,0,181105
0,0,0,0,181106
0,0,0,0,181107
0,0,0,0,181108
0,0,0,0,181109
0,0,0,0,181110
0,0,0,0,181111
0,0,0,0,181112
0,0,0,0,181113
0,0,0,0,181114
0,0,0,0,181115
0,0,0,0,181116
0,0,0,0,181117
0,0,0,0,181118
0,0,0,0,181119
0,0,0,0,181120
0,0,0,0,181121
0,0,0,0,181122
0,0,0,0,181123
0,0,0,0,181124
0,0,0,0,181125
0,0,0,0,181126
0,0,0,0,181127
0,0,0,0,181128
0,0,0,0,181129
0,0,0,0,181130
0,0,0,0,181131
0,0,0,0,181132
0,0,0,0,181133
0,0,0,0,181134
0,0,0,0,181135
0,0,0,0,181136
0,0,0,0,181137
0,0,0,0,181138
0,0,0,0,181139
0,0,0,0,181140
0,0,0,0,181141
0,0,0,0,181142
0,0,0,0,181143
0,0,0,0,181144
0,0,0,0,181145
0,0,0,0,181146
0,0,0,0,181147
0,0,0,0,181148
0,0,0,0,181149
0,0,0,0,181150
0,0,0,0,181151
0,0,0,0,181152
0,0,0,0,181153
0,0,0,0,181154
0,0,0,0,181155
0,0,0,0,181156
0,0,0,0,181157
0,0,0,0,181158
0,0,0,0,181159
0,0,0,0,181160
0,0,0,0,181161
0,0,0,0,181162
0,0,0,0,181163
0,0,0,0,181164
0,0,0,0,181165
0,0,0,0,181166
0,0,0,0,181167
0,0,0,0,181168
0,0,0,0,181169
0,0,0,0,181170
0,0,0,0,181171
0,0,0,0,181172
0,0,0,0,181173
0,0,0,0,181174
0,0,0,0,181175
0,0,0,0,181176
0,0,0,0,181177
0,0,0,0,181178
0,0,0,0,181179
0,0,0,0,181180
0,0,0,0,181181
0,0,0,0,181182
0,0,0,0,181183
0,0,0,0,181184
0,0,0,0,181185
0,0,0,0,181186
0,0,0,0,181187
0,0,0,0,181188
0,0,0,0,181189
0,0,0,0,181190
0,0,0,0,181191
0,0,0,0,181192
0,0,0,0,181193
0,0,0,0,181194
0,0,0,0,181195
0,0,0,0,181196
0,0,0,0,181197
0,0,0,0,181198
0,0,0,0,181199
0,0,0,0,181200
0,0,0,0,181201
0,0,0,0,181202
0,0,0,0,181203
0,0,0,0,181204
0,0,0,0,181205
0,0,0,0,181206
0,0,0,0,181207
0,0,0,0,181208
0,0,0,0,181209
0,0,0,0,181210
0,0,0,0,181211
0,0,0,0,181212
0,0,0,0,181213
0,0,0,0,181214
0,0,0,0,181215
0,0,0,0,181216
0,0,0,0,181217
0,0,0,0,181218
0,0,0,0,181219
0,0,0,0,181220
0,0,0,0,181221
0,0,0,0,181222
0,0,0,0,181223
0,0,0,0,181224
0,0,0,0,181225
0,0,0,0,181226
0,0,0,0,181227
0,0,0,0,181228
0,0,0,0,181229
0,0,0,0,181230
0,0,0,0,181231
0,0,0,0,181232
0,0,0,0,181233
0,0,0,0,181234
0,0,0,0,181235
0,0,0,0,181236
0,0,0,0,181237
0,0,0,0,181238
0,0,0,0,181239
0,0,0,0,181240
0,0,0,0,181241
0,0,0,0,181242
0,0,0,0,181243
0,0,0,0,181244
0,0,0,0,181245
0,0,0,0,181246
0,0,0,0,181247
0,0,0,0,181248
0,0,0,0,181249
0,0,0,0,181250
0,0,0,0,181251
0,0,0,0,181252
0,0,0,0,181253
0,0,0,0,181254
0,0,0,0,181255
0,0,0,0,181256
0,0,0,0,181257
0,0,0,0,181258
0,0,0,0,181259
0,0,0,0,181260
0,0,0,0,181261
0,0,0,0,181262
0,0,0,0,181263
0,0,0,0,181264
0,0,0,0,181265
0,0,0,0,181266
0,0,0,0,181267
0,0,0,0,181268
0,0,0,0,181269
0,0,0,0,181270
0,0,0,0,181271
0,0,0,0,181272
0,0,0,0,181273
0,0,0,0,181274
0,0,0,0,181275
0,0,0,0,181276
0,0,0,0,181277
0,0,0,0,181278
0,0,0,0,181279
0,0,0,0,181280
0,0,0,0,181281
0,0,0,0,181282
0,0,0,0,181283
0,0,0,0,181284
0,0,0,0,181285
